Position,Name,Salary,GameInfo,AvgPointsPerGame,teamAbbrev
TE,Zach Ertz,3600,Final,7.6,Phi
RB,Charles Sims,3600,Final,5.5,TB
TE,Heath Miller,3500,Final,16.4,Pit
RB,Darren Sproles,3500,Final,19.6,Phi
TE,Ladarius Green,3500,Final,18.4,SD
TE,Kyle Rudolph,3500,Final,10.3,Min
WR,Tavon Austin,3500,Final,15.5,StL
RB,Terrance West,3500,Final,3.1,Ten
WR,Rashad Greene,3500,Final,15.8,Jax
RB,Matt Jones,3500,Final,2.8,Was
WR,Devin Hester,3400,Final,0,Atl
TE,Delanie Walker,3400,Final,13.3,Ten
RB,Marcel Reece,3400,Final,17.6,Oak
TE,Charles Clay,3400,Final,8.3,Buf
WR,Travis Benjamin,3400,Final,17.9,Cle
RB,Jonas Gray,3400,Final,0,Mia
RB,Dion Lewis,3400,Final,16,NE
RB,Theo Riddick,3400,Final,11.7,Det
WR,Justin Hunter,3400,Final,2.1,Ten
WR,Marquess Wilson,3400,Final,7.9,Chi
RB,Javorius Allen,3400,Final,4.4,Bal
WR,Tyler Lockett,3400,Final,13.4,Sea
RB,Duke Johnson Jr.,3400,Final,2.2,Cle
DST,Dolphins ,3300,Final,15,Mia
WR,Jerricho Cotchery,3300,Final,14.5,Car
WR,Danny Amendola,3300,Final,4.4,NE
WR,Andrew Hawkins,3300,Final,5.4,Cle
WR,Darrius Heyward-Bey,3300,Final,9.8,Pit
WR,Andre Roberts,3300,Final,6.6,Was
RB,Fred Jackson,3300,Final,3.9,Sea
WR,Cole Beasley,3300,Final,7.9,Dal
TE,Dwayne Allen,3300,NYJ@Ind 08:30PM ET,10.7,Ind
WR,Mohamed Sanu,3300,Final,5.4,Cin
RB,Branden Oliver,3300,Final,3.1,SD
RB,James White,3300,Final,0,NE
WR,Brandon Coleman,3300,Final,14.1,NO
WR,Cecil Shorts III,3300,Final,9.7,Hou
WR,Phillip Dorsett,3300,NYJ@Ind 08:30PM ET,5.5,Ind
RB,Karlos Williams,3300,Final,11.5,Buf
TE,Eric Ebron,3300,Final,15.3,Det
WR,Dorial Green-Beckham,3300,Final,0,Ten
WR,Devin Funchess,3300,Final,1.9,Car
WR,Jaelen Strong,3300,Final,0,Hou
WR,Marlon Brown,3200,Final,4.5,Bal
RB,Jerick McKinnon,3200,Final,4.8,Min
RB,Mike Davis,3200,Final,0,SF
DST,Rams ,3100,Final,14,StL
DST,Seahawks ,3100,Final,19,Sea
DST,Panthers ,3100,Final,21,Car
WR,Ted Ginn Jr.,3100,Final,7.4,Car
TE,Larry Donnell,3100,Final,5.1,NYG
RB,Will Johnson,3100,Final,6.7,Pit
RB,Kyle Juszczyk,3100,Final,5.7,Bal
WR,Robert Woods,3100,Final,4.7,Buf
DST,Bengals ,3000,Final,10,Cin
DST,Packers ,3000,Final,4,GB
DST,Titans ,3000,Final,15,Ten
WR,Lance Moore,3000,Final,3.2,Det
TE,Vernon Davis,3000,Final,7.7,SF
WR,Miles Austin,3000,Final,4.2,Phi
RB,Tyler Clutts,3000,Final,0,Dal
WR,Harry Douglas,3000,Final,10.4,Ten
WR,Eric Weems,3000,Final,0,Atl
WR,Matthew Slater,3000,Final,0,NE
TE,Benjamin Watson,3000,Final,4.9,NO
RB,Jerome Felton,3000,Final,0,Buf
WR,Marcus Thigpen,3000,Final,0,Buf
RB,Cedric Peerman,3000,Final,0,Cin
RB,Mike Tolbert,3000,Final,2.8,Car
RB,John Kuhn,3000,Final,0,GB
WR,Seyi Ajirotutu,3000,Final,0,Phi
WR,Marlon Moore,3000,Final,0,Cle
RB,James Starks,3000,Final,0.2,GB
WR,Brandon Tate,3000,Final,0,Cin
RB,Darrel Young,3000,Final,1,Was
WR,Louis Murphy,3000,Final,0,TB
TE,Jared Cook,3000,Final,13.5,StL
WR,Brian Hartline,3000,Final,4,Cle
RB,Donald Brown,3000,Final,0,SD
RB,Jorvorskie Lane,3000,Final,0,TB
RB,Shaun Draughn,3000,Final,0.4,Cle
WR,Preston Parker,3000,Final,4.6,NYG
WR,Dwayne Harris,3000,Final,1.1,NYG
RB,Bruce Miller,3000,Final,0,SF
WR,Marc Mariani,3000,Final,0,Chi
WR,Bryan Walters,3000,Final,3.7,Jax
WR,Jacoby Jones,3000,Final,0,SD
WR,Riley Cooper,3000,Final,5.5,Phi
RB,Boobie Dixon,3000,Final,6.1,Buf
RB,Toby Gerhart,3000,Final,0,Jax
RB,Chase Reynolds,3000,Final,0,StL
RB,Dexter McCluster,3000,Final,0.8,Ten
RB,Fozzy Whittaker,3000,Final,2.5,Car
WR,Marcus Easley,3000,Final,0,Buf
RB,Matt Asiata,3000,Final,5.2,Min
RB,Taiwan Jones,3000,Final,2.8,Oak
WR,Leonard Hankerson,3000,Final,3.6,Atl
WR,Dontrelle Inman,3000,Final,0,SD
TE,Coby Fleener,3000,NYJ@Ind 08:30PM ET,3.5,Ind
WR,Greg Little,3000,Final,0,Cin
WR,Jeremy Kerley,3000,NYJ@Ind 08:30PM ET,0,NYJ
WR,Kamar Aiken,3000,Final,0.9,Bal
RB,Travaris Cadet,3000,Final,0,NE
RB,Will Tukuafu,3000,Final,0,Sea
RB,Robert Turbin,3000,Final,0,Cle
RB,Bilal Powell,3000,NYJ@Ind 08:30PM ET,9.8,NYJ
RB,Bobby Rainey,3000,Final,2.4,TB
RB,Roy Helu Jr.,3000,Final,0,Oak
RB,Patrick DiMarco,3000,Final,0,Atl
RB,Isaiah Pead,3000,Final,-0.7,StL
RB,Austin Johnson,3000,Final,2.9,NO
RB,Chris Polk,3000,Final,4.1,Hou
RB,Jacquizz Rodgers,3000,Final,1.6,Chi
RB,Jarryd Hayne,3000,Final,2,SF
RB,Kenjon Barner,3000,Final,0,Phi
RB,LaMichael James,3000,Final,0,Mia
WR,Brice Butler,3000,Final,0,Oak
RB,Zach Line,3000,Final,0,Min
WR,Chris Owusu,3000,NYJ@Ind 08:30PM ET,9.5,NYJ
WR,Griff Whalen,3000,NYJ@Ind 08:30PM ET,0,Ind
RB,Derrick Coleman,3000,Final,0.2,Sea
RB,Jonathan Grimes,3000,Final,4,Hou
WR,Jaron Brown,3000,Final,1.8,Ari
WR,Chris Givens,3000,Final,0,StL
WR,Keshawn Martin,3000,Final,0,Hou
WR,B.J. Daniels,3000,Final,0,Sea
RB,Jordan Todman,3000,Final,0,Pit
WR,Jarius Wright,3000,Final,3.7,Min
RB,Brandon Bolden,3000,Final,2.3,NE
RB,Lance Dunbar,3000,Final,15,Dal
WR,Russell Shepard,3000,Final,1.6,TB
RB,Mike James,3000,Final,0,TB
RB,Tommy Bohanon,3000,NYJ@Ind 08:30PM ET,0.2,NYJ
RB,Toben Opurum,3000,Final,0,NO
WR,Ryan Grant,3000,Final,2.5,Was
RB,Rex Burkhead,3000,Final,3.4,Cin
WR,Michael Campanaro,3000,Final,1.8,Bal
RB,Nikita Whitlock,3000,Final,0,NYG
RB,Bryce Brown,3000,Final,0,Buf
RB,Stepfan Taylor,3000,Final,0,Ari
RB,Zac Stacy,3000,NYJ@Ind 08:30PM ET,0,NYJ
WR,Dri Archer,3000,Final,0,Pit
WR,Marquise Goodwin,3000,Final,0,Buf
RB,Brandon Wegher,3000,Final,0,Car
WR,Kevin Norwood,3000,Final,0,Car
RB,Chris Thompson,3000,Final,1.1,Was
WR,Ricardo Lockette,3000,Final,0,Sea
RB,Christine Michael,3000,Final,0,Dal
RB,Denard Robinson,3000,Final,6.5,Jax
WR,Nick Williams,3000,Final,1.5,Atl
WR,Devin Street,3000,Final,0,Dal
WR,Chris Matthews,3000,Final,1.8,Sea
WR,Aaron Dobson,3000,Final,1.9,NE
RB,Bernard Pierce,3000,Final,1.4,Jax
WR,Stedman Bailey,3000,Final,8.8,StL
WR,Quincy Enunwa,3000,NYJ@Ind 08:30PM ET,0,NYJ
RB,Vick Ballard,3000,NYJ@Ind 08:30PM ET,0,Ind
RB,Jay Prosch,3000,Final,0,Hou
RB,Jalston Fowler,3000,Final,0,Ten
WR,TJ Jones,3000,Final,0,Det
RB,Orleans Darkwa,3000,Final,0,NYG
RB,Roosevelt Nix,3000,Final,0,Pit
WR,Rod Streater,3000,Final,1.8,Oak
RB,Marcus Murphy,3000,Final,0,NO
RB,Andre Williams,3000,Final,1.4,NYG
WR,Joshua Bellamy,3000,Final,0,Chi
RB,Malcolm Johnson,3000,Final,3.4,Cle
WR,Josh Huff,3000,Final,3.9,Phi
RB,Michael Burton,3000,Final,0,Det
RB,Corey Grant,3000,Final,1.5,Jax
WR,DeAndrew White,3000,Final,0,SF
WR,Tyler Murphy,3000,Final,2.6,Pit
WR,Matt Hazel,3000,Final,0,Mia
WR,Keith Mumphery,3000,Final,4.3,Hou
RB,Jeremy Langford,3000,Final,0.1,Chi
WR,Rishard Matthews,3000,Final,13.4,Mia
WR,Justin Hardy,3000,Final,0,Atl
WR,J.J. Nelson,3000,Final,0,Ari
WR,Andre Holmes,3000,Final,0,Oak
WR,Corey Fuller,3000,Final,0,Det
WR,Geremy Davis,3000,Final,0,NYG
RB,Jamize Olawale,3000,Final,5.5,Oak
WR,Cameron Meredith,3000,Final,0,Chi
RB,Antonio Andrews,3000,Final,0,Ten
WR,Chris Hogan,3000,Final,0,Buf
WR,Corey Brown,3000,Final,3.3,Car
RB,Zach Zenner,3000,Final,0.6,Det
RB,Terrence Magee,3000,Final,0,Bal
RB,Terron Ward,3000,Final,0,Atl
WR,Willie Snead,3000,Final,7.3,NO
WR,Quinton Patton,3000,Final,0,SF
WR,Sammie Coates,3000,Final,0,Pit
RB,Ka'Deem Carey,3000,Final,0,Chi
WR,Rashad Ross,3000,Final,0,Was
WR,Ty Montgomery,3000,Final,0,GB
WR,Jamison Crowder,3000,Final,1.2,Was
WR,Darren Waller,3000,Final,0,Bal
WR,Adam Humphries,3000,Final,3.4,TB
RB,Alonzo Harris,3000,Final,0,GB
WR,Bruce Ellington,3000,Final,2.5,SF
RB,Aaron Ripkowski,3000,Final,0,GB
WR,Bradley Marquez,3000,Final,0,StL
RB,Thomas Rawls,3000,Final,0.5,Sea
WR,Devin Smith,3000,NYJ@Ind 08:30PM ET,0,NYJ
RB,Josh Robinson,3000,NYJ@Ind 08:30PM ET,1.1,Ind
WR,Brittan Golden,3000,Final,0,Ari
WR,Tyrell Williams,3000,Final,0,SD
RB,Tyler Varga,3000,NYJ@Ind 08:30PM ET,3,Ind
WR,Cordarrelle Patterson,3000,Final,1.1,Min
WR,Chris Harper,3000,Final,0,NE
RB,Damien Williams,3000,Final,1.3,Mia
WR,Stefon Diggs,3000,Final,0,Min
RB,Lorenzo Taliaferro,3000,Final,0,Bal
WR,Seth Roberts,3000,Final,4.2,Oak
RB,Cameron Artis-Payne,3000,Final,0,Car
WR,Lucky Whitehead,3000,Final,0,Dal
WR,Adam Thielen,3000,Final,0,Min
RB,Khiry Robinson,3000,Final,12,NO
WR,Mario Alford,3000,Final,0,Cin
WR,Taylor Gabriel,3000,Final,4,Cle
WR,Jeff Janis,3000,Final,0,GB
WR,Seantavius Jones,3000,Final,0,NO
DST,Bills ,2900,Final,9,Buf
DST,Texans ,2900,Final,2,Hou
DST,Browns ,2900,Final,1,Cle
DST,Lions ,2900,Final,13,Det
DST,Colts ,2900,NYJ@Ind 08:30PM ET,0,Ind
DST,Patriots ,2900,Final,5,NE
DST,Ravens ,2900,Final,16,Bal
DST,Cowboys ,2800,Final,2,Dal
DST,Vikings ,2800,Final,6,Min
DST,Saints ,2800,Final,1,NO
DST,Jets ,2800,NYJ@Ind 08:30PM ET,17,NYJ
DST,Cardinals ,2800,Final,5,Ari
DST,Steelers ,2800,Final,1,Pit
DST,Chargers ,2800,Final,5,SD
TE,David Johnson,2800,Final,0,SD
DST,Falcons ,2700,Final,4,Atl
DST,Eagles ,2700,Final,5,Phi
DST,49ers ,2700,Final,14,SF
DST,Redskins ,2700,Final,6,Was
TE,Lance Kendricks,2700,Final,12.2,StL
DST,Bears ,2600,Final,-1,Chi
DST,Giants ,2600,Final,12,NYG
DST,Buccaneers ,2600,Final,0,TB
DST,Jaguars ,2600,Final,7,Jax
TE,Scott Chandler,2600,Final,7.1,NE
TE,Jermaine Gresham,2600,Final,1.4,Ari
TE,Josh Hill,2600,Final,0,NO
TE,Mike Leach,2500,Final,0,Ari
TE,Daniel Fells,2500,Final,6.3,NYG
TE,Craig Stevens,2500,Final,0,Ten
TE,Marcedes Lewis,2500,Final,0,Jax
TE,Matt Spaeth,2500,Final,0,Pit
TE,Clark Harris,2500,Final,0,Cin
TE,Anthony Fasano,2500,Final,2.8,Ten
TE,Jacob Tamme,2500,Final,4.9,Atl
TE,Brent Celek,2500,Final,1.6,Phi
TE,Zach Miller,2500,Final,0,Chi
TE,Brandon Pettigrew,2500,Final,0,Det
TE,Kellen Davis,2500,NYJ@Ind 08:30PM ET,0,NYJ
TE,Brandon Myers,2500,Final,0,TB
TE,Darren Fells,2500,Final,18.2,Ari
TE,Gary Barnidge,2500,Final,6.8,Cle
TE,Clay Harbor,2500,Final,0,Jax
TE,Ed Dickson,2500,Final,1.9,Car
TE,Chase Coffman,2500,Final,0,Ten
TE,Garrett Graham,2500,Final,0,Hou
TE,Andrew DePaola,2500,Final,0,TB
TE,Richie Brockel,2500,Final,0,Car
TE,Anthony McCoy,2500,Final,0,Was
TE,Jim Dray,2500,Final,2.3,Cle
TE,John Phillips,2500,Final,0,SD
TE,Rob Housler,2500,Final,0,Cle
TE,Kyle Nelson,2500,Final,0,SF
TE,Matthew Mulligan,2500,Final,0,Buf
TE,Jeff Cumberland,2500,NYJ@Ind 08:30PM ET,0,NYJ
TE,Michael Hoomanawanui,2500,Final,0,NE
TE,Lee Smith,2500,Final,0,Oak
TE,Luke Stocker,2500,Final,0,TB
TE,Andrew Quarless,2500,Final,0,GB
TE,Rhett Ellison,2500,Final,1.3,Min
TE,Garrett Celek,2500,Final,7,SF
TE,James Hanna,2500,Final,0,Dal
TE,Mychal Rivera,2500,Final,1.4,Oak
TE,Cory Harkey,2500,Final,0,StL
TE,Beau Brinkley,2500,Final,0,Ten
TE,Kevin McDermott,2500,Final,0,Min
TE,MarQueis Gray,2500,Final,0,Buf
TE,Tim Wright,2500,Final,0,Det
TE,Ryan Griffin,2500,Final,2.8,Hou
TE,Michael Williams,2500,Final,0,NE
TE,Chris Gragg,2500,Final,0,Buf
TE,Luke Willson,2500,Final,0,Sea
TE,Joseph Fauria,2500,Final,0,Ari
TE,Jack Doyle,2500,NYJ@Ind 08:30PM ET,0,Ind
TE,Vance McDonald,2500,Final,1.5,SF
TE,Ryan Hewitt,2500,Final,0,Cin
TE,Levine Toilolo,2500,Final,1.4,Atl
TE,Gabe Holmes,2500,Final,0,Oak
TE,Gavin Escobar,2500,Final,8.8,Dal
TE,Dion Sims,2500,Final,0,Mia
TE,Jerome Cunningham,2500,Final,0,NYG
TE,Nic Jacobs,2500,Final,0,Jax
TE,Brandon Williams,2500,Final,0,Car
TE,Cooper Helfet,2500,Final,0,Sea
TE,Crockett Gillmore,2500,Final,4.3,Bal
TE,Trey Burton,2500,Final,0,Phi
TE,Blake Bell,2500,Final,0,SF
TE,MyCole Pruitt,2500,Final,0,Min
TE,Chase Ford,2500,Final,0,Min
TE,Clive Walford,2500,Final,1.1,Oak
TE,C.J. Fiedorowicz,2500,Final,2.5,Hou
TE,Kyle Miller,2500,Final,0,SD
TE,Tyler Kroft,2500,Final,0,Cin
TE,C.J. Uzomah,2500,Final,0,Cin
TE,Richard Rodgers,2500,Final,6.8,GB
TE,Nick Boyle,2500,Final,0,Bal
TE,Kennard Backman,2500,Final,0,GB
TE,Troy Niklas,2500,Final,0,Ari
TE,Phillip Supernaw,2500,Final,0,Ten
TE,Maxx Williams,2500,Final,2.5,Bal
TE,Jesse James,2500,Final,0,Pit
TE,Derek Carrier,2500,Final,2.8,Was
TE,Geoff Swaim,2500,Final,0,Dal
TE,E.J. Bibbs,2500,Final,0,Cle
TE,Khari Lee,2500,Final,0,Chi
DST,Raiders ,2400,Final,1,Oak
